from_index,to_index,from_id,to_id,from_name,to_name,edge_dissimilarity,risk_contrast,dissimilarity_quintile
82,92,s02000687,s02000697,Barmulloch,Balornock,0.03728000958534561,0.13038908154613704,Q1
83,85,s02000688,s02000690,Ruchill,Kelvindale,1.081120277975022,0.5355447991322317,Q4
83,87,s02000688,s02000692,Ruchill,Possil Park,1.0438402683896766,0.37535635819125535,Q4
83,88,s02000688,s02000693,Ruchill,Wyndford,1.8640004792672795,0.028473987332882977,Q5
84,85,s02000689,s02000690,Kelvinside and Jordanhill,Kelvindale,0.18640004792672804,0.1698257821964302,Q2
84,93,s02000689,s02000698,Kelvinside and Jordanhill,Knightswood Park East,1.5657604025845149,0.6052054308723083,Q5
84,94,s02000689,s02000699,Kelvinside and Jordanhill,Knightswood East,1.714880440925897,0.5824811359962734,Q5
84,97,s02000689,s02000702,Kelvinside and Jordanhill,Anniesland East,0.37280009585345597,0.31012161308824204,Q2
84,100,s02000689,s02000705,Kelvinside and Jordanhill,Anniesland West,1.3420803450724412,0.7080870008082973,Q5
85,88,s02000690,s02000693,Kelvindale,Wyndford,2.9451207572423015,0.5070708117993488,Q5
85,95,s02000690,s02000700,Kelvindale,Maryhill West,2.4977606422181546,0.9706724368606703,Q5
85,97,s02000690,s02000702,Kelvindale,Anniesland East,0.18640004792672793,0.47994739528467223,Q2
86,89,s02000691,s02000694,Springburn,Springburn East and Cowlairs,0.07456001917069122,0.5134454181825916,Q1
86,92,s02000691,s02000697,Springburn,Balornock,0.6710401725362205,0.15419880243039064,Q3
87,88,s02000692,s02000693,Possil Park,Wyndford,0.8201602108776029,0.4038303455241383,Q4
87,89,s02000692,s02000694,Possil Park,Springburn East and Cowlairs,0.29824007668276464,0.3791276937203065,Q2
87,95,s02000692,s02000700,Possil Park,Maryhill West,0.37280009585345586,0.0597712795371832,Q2
87,96,s02000692,s02000701,Possil Park,Milton West,0.22368005751207343,0.08537543236877987,Q2
87,99,s02000692,s02000704,Possil Park,Maryhill East,0.07456001917069122,0.2905521052896223,Q1
87,103,s02000692,s02000708,Possil Park,Milton East,0.07456001917069122,0.0021410747636751992,Q1
88,95,s02000693,s02000700,Wyndford,Maryhill West,0.4473601150241471,0.4636016250613215,Q3
89,103,s02000694,s02000708,Springburn East and Cowlairs,Milton East,0.22368005751207343,0.3769866189566313,Q2
90,92,s02000695,s02000697,Robroyston and Millerston,Balornock,1.4912003834138234,1.1813528086647236,Q5
90,112,s02000695,s02000923,Robroyston and Millerston,Stepps,0.11184002875603671,0.425199780053942,Q1
91,94,s02000696,s02000699,Yoker South,Knightswood East,0.5964801533655295,0.12751387571642514,Q3
91,98,s02000696,s02000703,Yoker South,Knightswood West,0.5964801533655295,0.30793222079746396,Q3
91,102,s02000696,s02000707,Yoker South,Yoker North,0.7083201821215662,0.4346026148524009,Q3
91,116,s02000696,s02001184,Yoker South,IZ One,0.22368005751207354,0.11265999792916137,Q2
93,94,s02000698,s02000699,Knightswood Park East,Knightswood East,0.14912003834138235,0.02272429487603489,Q2
93,100,s02000698,s02000705,Knightswood Park East,Anniesland West,0.22368005751207354,0.10288156993598907,Q2
93,101,s02000698,s02000706,Knightswood Park East,Knightswood Park West,0.2236800575120735,0.14931692792892903,Q2
93,104,s02000698,s02000709,Knightswood Park East,Blairdardie East,0.29824007668276475,0.057236151032324045,Q2
94,98,s02000699,s02000703,Knightswood East,Knightswood West,0.0,0.18041834508103882,Q1
94,101,s02000699,s02000706,Knightswood East,Knightswood Park West,0.07456001917069116,0.17204122280496392,Q1
95,97,s02000700,s02000702,Maryhill West,Anniesland East,2.3113605942914264,0.49072504157599806,Q5
95,99,s02000700,s02000704,Maryhill West,Maryhill East,0.4473601150241471,0.23078082575243908,Q3
95,105,s02000700,s02000710,Maryhill West,Summerston North,1.081120277975022,0.25864194020441733,Q4
96,99,s02000701,s02000704,Milton West,Maryhill East,0.29824007668276464,0.2051766729208424,Q2
96,103,s02000701,s02000708,Milton West,Milton East,0.1491200383413822,0.08751650713245507,Q1
96,108,s02000701,s02000713,Milton West,Summerston Central and West,1.1929603067310588,0.041095443522249475,Q4
97,100,s02000702,s02000705,Anniesland East,Anniesland West,0.9692802492189853,0.3979653877200553,Q4
97,105,s02000702,s02000710,Anniesland East,Summerston North,1.2302403163164044,0.23208310137158072,Q4
98,101,s02000703,s02000706,Knightswood West,Knightswood Park West,0.07456001917069116,0.0083771222760749,Q1
98,102,s02000703,s02000707,Knightswood West,Yoker North,0.11184002875603677,0.12667039405493696,Q1
98,106,s02000703,s02000711,Knightswood West,Blairdardie West,0.8201602108776029,0.3045684496106231,Q4
99,105,s02000704,s02000710,Maryhill East,Summerston North,0.633760162950875,0.4894227659568564,Q3
99,108,s02000704,s02000713,Maryhill East,Summerston Central and West,0.8947202300482942,0.24627211644309188,Q4
100,101,s02000705,s02000706,Anniesland West,Knightswood Park West,0.4473601150241471,0.04643535799293996,Q3
100,104,s02000705,s02000709,Anniesland West,Blairdardie East,0.5219201341948383,0.045645418903665025,Q3
101,104,s02000706,s02000709,Knightswood Park West,Blairdardie East,0.07456001917069122,0.09208077689660499,Q1
101,106,s02000706,s02000711,Knightswood Park West,Blairdardie West,0.8947202300482942,0.2961913273345482,Q4
102,106,s02000707,s02000711,Yoker North,Blairdardie West,0.7083201821215661,0.4312388436655601,Q3
102,116,s02000707,s02001184,Yoker North,IZ One,0.4846401246094927,0.32194261692323956,Q3
102,118,s02000707,s02001186,Yoker North,IZ Three,0.4846401246094927,0.4319845187666944,Q3
103,108,s02000708,s02000713,Milton East,Summerston Central and West,1.0438402683896766,0.04642106361020559,Q4
104,106,s02000709,s02000711,Blairdardie East,Blairdardie West,0.9692802492189854,0.20411055043794324,Q4
104,107,s02000709,s02000712,Blairdardie East,Drumchapel South,1.3420803450724412,0.15541228888331204,Q5
105,108,s02000710,s02000713,Summerston North,Summerston Central and West,0.26096006709741915,0.24315064951376453,Q2
106,107,s02000711,s02000712,Blairdardie West,Drumchapel South,2.3113605942914264,0.3595228393212553,Q5
106,109,s02000711,s02000714,Blairdardie West,Drumry West,1.6776004313405515,0.5273708304835658,Q5
106,118,s02000711,s02001186,Blairdardie West,IZ Three,1.1929603067310588,0.0007456751011343243,Q4
107,109,s02000712,s02000714,Drumchapel South,Drumry West,0.6337601629508751,0.16784799116231053,Q3
107,110,s02000712,s02000715,Drumchapel South,Drumchapel North,0.14912003834138243,0.22384808044819238,Q2
107,111,s02000712,s02000716,Drumchapel South,Drumry East,0.11184002875603682,0.29492246318149995,Q1
109,111,s02000714,s02000716,Drumry West,Drumry East,0.5219201341948383,0.12707447201918942,Q3
109,118,s02000714,s02001186,Drumry West,IZ Three,0.4846401246094926,0.5281165055847001,Q3
109,121,s02000714,s02001189,Drumry West,IZ Six,1.7521604505112425,0.7050570477138836,Q5
110,111,s02000715,s02000716,Drumchapel North,Drumry East,0.03728000958534561,0.07107438273330757,Q1
111,121,s02000716,s02001189,Drumry East,IZ Six,2.274080584706081,0.832131519733073,Q5
111,123,s02000716,s02001191,Drumry East,IZ Eight,0.9692802492189853,0.4065897715744624,Q4
112,113,s02000923,s02000925,Stepps,Chryston and Muirhead,0.4100801054388015,0.12936175431367714,Q2
113,114,s02000925,s02000926,Chryston and Muirhead,Moodiesburn West,0.8201602108776029,0.23046836529314252,Q4
113,115,s02000925,s02000927,Chryston and Muirhead,Moodiesburn East,0.7083201821215661,0.11914282630452933,Q3
114,115,s02000926,s02000927,Moodiesburn West,Moodiesburn East,1.528480392999169,0.34961119159767184,Q5
116,117,s02001184,s02001185,IZ One,IZ Two,0.22368005751207354,0.018783290123336016,Q2
116,118,s02001184,s02001186,IZ One,IZ Three,0.0,0.11004190184345486,Q1
117,118,s02001185,s02001186,IZ Two,IZ Three,0.22368005751207354,0.12882519196679088,Q2
117,119,s02001185,s02001187,IZ Two,IZ Four,0.4846401246094927,0.22845228257423855,Q3
117,120,s02001185,s02001188,IZ Two,IZ Five,0.07456001917069122,0.130477602871931,Q1
117,122,s02001185,s02001190,IZ Two,IZ Seven,1.4912003834138234,0.3190532390298353,Q5
118,119,s02001186,s02001187,IZ Three,IZ Four,0.7083201821215662,0.09962709060744768,Q3
118,121,s02001186,s02001189,IZ Three,IZ Six,1.26752032590175,0.17694054212918342,Q5
119,120,s02001187,s02001188,IZ Four,IZ Five,0.41008010543880147,0.09797467970230755,Q2
119,121,s02001187,s02001189,IZ Four,IZ Six,0.5592001437801838,0.07731345152173574,Q3
120,121,s02001188,s02001189,IZ Five,IZ Six,0.9692802492189853,0.1752881312240433,Q4
120,122,s02001188,s02001190,IZ Five,IZ Seven,1.4166403642431322,0.1885756361579043,Q5
120,125,s02001188,s02001193,IZ Five,IZ Ten,1.528480392999169,0.02292556113896005,Q5
121,123,s02001189,s02001191,IZ Six,IZ Eight,1.3048003354870956,0.42554174815861057,Q5
121,125,s02001189,s02001193,IZ Six,IZ Ten,0.5592001437801838,0.19821369236300335,Q3
122,125,s02001190,s02001193,IZ Seven,IZ Ten,0.11184002875603671,0.21150119729686434,Q1
122,126,s02001190,s02001194,IZ Seven,IZ Eleven,0.0745600191706911,0.023353764532598298,Q1
123,125,s02001191,s02001193,IZ Eight,IZ Ten,1.8640004792672795,0.22732805579560722,Q5
124,126,s02001192,s02001194,IZ Nine,IZ Eleven,0.18640004792672804,0.11999919631735434,Q2
124,128,s02001192,s02001196,IZ Nine,IZ Thirteen,0.7828802012922573,0.10373489040343298,Q4
124,129,s02001192,s02001197,IZ Nine,IZ Fourteen,1.1556802971457132,0.30695502238326533,Q4
125,126,s02001193,s02001194,IZ Ten,IZ Eleven,0.18640004792672782,0.23485496182946264,Q2
125,131,s02001193,s02001199,IZ Ten,IZ Sixteen,1.081120277975022,0.18528532351096327,Q4
126,128,s02001194,s02001196,IZ Eleven,IZ Thirteen,0.9692802492189854,0.016264305913921362,Q4
126,131,s02001194,s02001199,IZ Eleven,IZ Sixteen,0.8947202300482942,0.4201402853404259,Q4
127,130,s02001195,s02001198,IZ Twelve,IZ Fifteen,0.9692802492189854,0.3754457109815368,Q4
128,129,s02001196,s02001197,IZ Thirteen,IZ Fourteen,0.37280009585345586,0.20322013197983235,Q2
128,131,s02001196,s02001199,IZ Thirteen,IZ Sixteen,0.07456001917069119,0.4364045912543473,Q1
129,130,s02001197,s02001198,IZ Fourteen,IZ Fifteen,0.9320002396336398,0.073705884201817,Q4
129,131,s02001197,s02001199,IZ Fourteen,IZ Sixteen,0.4473601150241471,0.23318445927451492,Q3
130,131,s02001198,s02001199,IZ Fifteen,IZ Sixteen,0.48464012460949263,0.30689034347633193,Q3
130,132,s02001198,s02001200,IZ Fifteen,IZ Seventeen,0.3355200862681103,0.04479997886113729,Q2
131,132,s02001199,s02001200,IZ Sixteen,IZ Seventeen,0.14912003834138235,0.26209036461519464,Q2
131,133,s02001199,s02001201,IZ Sixteen,IZ Eighteen,0.447360115024147,0.6364497747193267,Q3
132,133,s02001200,s02001201,IZ Seventeen,IZ Eighteen,0.2982400766827647,0.3743594101041321,Q2
